,Date,Time,Location,Turbidity,E_coli,Flow,Gage_height,Prcp,Awnd,Tavg,Tmax,Tmin,Wdf2,Prev_two_prcp,Prev_three_prcp,Prev_five_prcp,UV_Irradiance,Cloud_Cover,SinDOY
236,2023-06-06,09:37:00,Jackson Blvd,1.875,488.4,5.31,0.64,0.0,1.6,25.8,32.2,16.7,360.0,2.500000000000007,2.5,2.5,1.96,10.8,0.4860404158768522
237,2023-06-13,09:15:00,Jackson Blvd,1.51,1553.1,7.50,0.69,0.0,2.5,19.7,26.7,12.2,250.0,9.900000000000007,9.9,9.9,2.28,25.39,0.3774618239750876
238,2023-06-20,10:22:00,Jackson Blvd,2.79,1553.1,9.68,0.73,8.6,2.9,22.8,28.9,21.1,10.0,22.90000000000001,22.9,22.9,1.75,84.78,0.26340907117949436
239,2023-06-27,10:15:00,Jackson Blvd,1.93,292.4,5.31,0.64,0.0,2.6,26.4,31.7,19.4,290.0,0.0,0.0,0.8,2.54,12.98,0.1455362138198196
240,2023-07-11,10:35:00,Jackson Blvd,,275.5,10.9,0.75,0.0,0.9,24.6,31.7,17.2,150.0,3.000000000000007,13.7,20.6,2.8,3.9,-0.09480137439153988
241,2023-08-22,07:54:00,Jackson Blvd,7.54,238.2,10.2,0.72,0.0,2.5,29.4,35.6,24.4,40.0,0.0,0.0,0.0,2.18,38.66,-0.7297393266588772
242,2023-08-29,09:42:00,Jackson Blvd,1.595,238.2,6.07,0.64,0.0,3.3,26.6,31.7,21.1,360.0,0.0,0.8,0.8,2.34,29.47,-0.8066370859788208
243,2023-09-05,10:00:00,Jackson Blvd,1.9849999999999999,235.9,3.82,0.58,5.8,1.7,26.9,32.8,23.3,290.0,0.0,0.0,0.0,1.69,82.47,-0.8718365465275525
244,2023-09-12,10:00:00,Jackson Blvd,1.625,298.7,3.82,0.58,0.0,2.3,23.3,25.6,19.4,20.0,0.0,0.0,0.0,1.12,69.77,-0.924392149537103
245,2024-06-11,08:57:00,Jackson Blvd,,461.1,9.68,0.70,0.0,3.3,20.7,27.2,13.9,40.0,4.300000000000014,4.3,4.3,,,0.39334589958300126
246,2024-06-18,08:59:00,Jackson Blvd,,298.7,5.70,0.62,0.0,2.7,28.3,31.7,24.4,180.0,17.800000000000015,17.8,17.8,,,0.2799754974897706
247,2020-09-03,11:18:00,Richland Creek,,1600.0,16.6,0.85,1.8,3.2,27.6,31.7,24.4,250.0,2.8,13.200000000000008,35.3,1.48,77.91,-0.8632763254741745
248,2020-09-24,10:36:00,Richland Creek,,170.0,6.11,0.68,0.8,3.3,17.3,19.4,16.1,60.0,0.5,0.5000000000000142,0.5,0.65,95.3,-0.9859925205158587
249,2020-10-08,09:48:00,Richland Creek,,100.0,3.24,0.60,0.0,0.4,19.2,26.7,11.7,180.0,0.0,0.0,0.0,1.05,72.34,-0.9973055078481687
250,2020-10-29,10:04:00,Richland Creek,,2400.0,46.1,1.14,2.8,4.1,18.8,23.9,9.4,320.0,19.3,19.600000000000016,20.1,0.52,80.2,-0.9069018444402899
251,2021-06-29,09:25:00,Richland Creek,,130.0,2.71,0.55,0.0,1.7,28.2,35.6,22.8,180.0,2.3,2.300000000000004,2.300000000000004,2.2,55.07,0.11139484702251705
252,2021-07-06,08:08:00,Richland Creek,,290.0,2.96,0.56,0.0,1.8,28.2,35.0,21.7,150.0,0.0,0.0,8.900000000000006,1.88,36.75,-0.008872805159630166
253,2021-07-13,08:00:00,Richland Creek,,660.0,16.6,0.82,0.5,4.2,25.2,28.9,22.8,180.0,14.2,14.200000000000005,14.200000000000005,1.72,69.91,-0.12901177899622526
254,2021-07-20,10:06:00,Richland Creek,8.395,340.0,12.8,0.77,0.0,3.8,26.4,32.2,22.2,20.0,63.5,63.50000000000001,63.8,1.52,49.89,-0.2472797524015874
255,2021-07-27,09:05:00,Richland Creek,,520.0,8.56,0.70,0.0,2.0,28.5,35.0,23.9,360.0,39.9,39.900000000000006,39.900000000000006,2.07,23.97,-0.36196153757689215
256,2021-08-03,09:15:00,Richland Creek,1.025,580.0,27.9,0.97,0.0,2.3,23.7,30.6,17.2,50.0,6.9,86.4,86.4,1.84,16.69,-0.4713939556156569
257,2021-08-10,05:45:00,Richland Creek,3.345,1600.0,9.13,0.73,0.0,3.0,29.8,35.6,24.4,250.0,3.0,3.3,3.3,1.85,35.76,-0.5739899568474081
258,2021-09-07,12:40:00,Richland Creek,1.145,130.0,12.8,0.79,0.0,1.0,22.2,30.6,14.4,170.0,1.0,1.0,1.000000000000007,1.91,0.51,-0.8881794966555421
259,2021-09-14,09:00:00,Richland Creek,1.885,260.0,5.70,0.66,0.8,1.9,25.5,32.8,20.6,200.0,0.0,0.0,0.0,1.43,46.65,-0.9369742559047681
260,2021-09-28,12:55:00,Richland Creek,0.985,200.0,22.0,0.89,0.0,1.3,22.2,30.6,15.6,210.0,0.0,0.0,0.0,1.37,6.25,-0.9932876317180517
261,2021-10-05,12:45:00,Richland Creek,0.66,1200.0,35.6,1.03,15.0,2.1,20.2,23.9,17.2,80.0,26.7,35.599999999999994,35.599999999999994,0.84,83.81,-0.9999895604474772
262,2021-10-12,12:50:00,Richland Creek,1.715,160.0,18.6,0.85,0.5,1.8,23.8,28.3,16.7,240.0,0.0,0.0,0.0,1.2,24.7,-0.9921890854943195
263,2021-10-19,12:50:00,Richland Creek,0.235,73.0,10.7,0.74,0.0,1.3,14.7,23.9,6.7,170.0,0.0,0.4999999999999964,6.099999999999996,0.94,18.62,-0.9699993336762585
264,2021-10-26,12:50:00,Richland Creek,3.835,1600.0,30.7,0.98,0.0,2.7,13.1,16.7,7.8,360.0,28.399999999999995,28.399999999999995,29.899999999999995,0.75,56.44,-0.9337421130913087
265,2022-05-24,09:18:00,Richland Creek,2.175,204.6,8.14,0.70,23.1,3.0,18.8,27.2,15.6,200.0,5.8,24.3,24.3,1.84,90.59,0.6678660440432562
266,2022-05-31,09:05:00,Richland Creek,1.58,206.4,10.1,0.72,0.0,2.5,26.6,32.8,20.0,180.0,0.0,0.0,10.7,2.55,9.05,0.5735545383583426
267,2022-06-07,08:50:00,Richland Creek,5.835,2419.6,14.9,0.79,10.9,2.1,25.5,32.8,21.7,240.0,2.8,2.8,2.8,2.12,73.78,0.4709250263879256
268,2022-06-14,08:04:00,Richland Creek,5.75,727.0,4.12,0.59,0.0,2.5,31.3,36.1,26.1,200.0,0.0,0.0,0.0,2.6,33.13,0.3614658982824635
269,2022-06-21,08:25:00,Richland Creek,1.1600000000000001,30.1,3.89,0.56,0.0,0.9,27.5,36.7,17.8,250.0,0.0,0.0,6.6,,6.62,0.24676459107661747
270,2022-06-28,08:45:00,Richland Creek,1.465,88.6,3.00,0.53,0.0,3.9,25.1,32.8,18.3,30.0,0.0,0.0,0.0,2.3,56.56,0.12848456679619186
271,2022-07-12,08:45:00,Richland Creek,1.875,98.8,9.24,0.68,0.0,3.3,28.5,35.0,23.3,360.0,0.0,59.4,82.0,2.22,45.35,-0.11192315931767621
272,2022-07-19,08:50:00,Richland Creek,3.7199999999999998,222.4,10.7,0.71,0.0,2.5,26.8,32.8,22.8,180.0,12.400000000000007,12.4,12.4,2.3,24.43,-0.2305643348608429
273,2022-07-26,08:40:00,Richland Creek,3.99,2419.6,8.12,0.66,1.8,2.8,26.9,34.4,23.9,320.0,10.200000000000006,10.2,10.5,1.15,96.16,-0.3458617384375816
274,2022-08-16,08:35:00,Richland Creek,1.9700000000000002,579.4,4.19,0.57,0.5,2.6,24.2,26.1,21.1,350.0,0.0,0.0,0.0,1.05,81.61,-0.6553571580703461
275,2022-08-23,08:55:00,Richland Creek,2.065,579.4,4.55,0.58,0.0,1.3,25.7,32.2,19.4,20.0,0.0,3.3,20.1,2.01,17.05,-0.7414004178900595
276,2023-06-13,10:13:00,Richland Creek,2,579.4,7.50,0.69,0.0,2.5,19.7,26.7,12.2,250.0,9.900000000000007,9.9,9.9,2.28,25.39,0.3774618239750876
277,2023-06-20,09:59:00,Richland Creek,3.16,770.1,9.68,0.73,8.6,2.9,22.8,28.9,21.1,10.0,22.90000000000001,22.9,22.9,1.75,84.78,0.26340907117949436
278,2023-06-27,10:08:00,Richland Creek,3.59,167.0,5.31,0.64,0.0,2.6,26.4,31.7,19.4,290.0,0.0,0.0,0.8,2.54,12.98,0.1455362138198196
279,2023-07-11,09:35:00,Richland Creek,3.3200000000000003,260.3,10.9,0.75,0.0,0.9,24.6,31.7,17.2,150.0,3.000000000000007,13.7,20.6,2.8,3.9,-0.09480137439153988
280,2023-07-18,09:21:00,Richland Creek,4.27,157.6,9.13,0.72,29.2,2.6,27.2,32.8,21.1,290.0,0.0,15.0,15.0,1.7,64.16,-0.21378059613171532
281,2023-08-01,09:55:00,Richland Creek,8.91,261.3,8.56,0.71,0.0,2.9,26.4,31.7,21.1,50.0,0.5000000000000071,28.7,29.0,2.81,15.17,-0.4407574054943112
282,2023-08-22,10:07:00,Richland Creek,2.46,218.7,10.2,0.72,0.0,2.5,29.4,35.6,24.4,40.0,0.0,0.0,0.0,2.18,38.66,-0.7297393266588772
283,2023-08-29,09:37:00,Richland Creek,2.11,1986.3,6.07,0.64,0.0,3.3,26.6,31.7,21.1,360.0,0.0,0.8,0.8,2.34,29.47,-0.8066370859788208
284,2024-06-11,09:28:00,Richland Creek,,1046.2,9.68,0.70,0.0,3.3,20.7,27.2,13.9,40.0,4.300000000000014,4.3,4.3,,,0.39334589958300126
285,2024-06-17,09:10:00,Richland Creek,,1413.6,6.55,0.64,0.0,3.2,26.9,34.4,22.8,160.0,17.800000000000015,17.8,17.8,,,0.29645896101777086
286,2021-06-29,10:28:00,Mill Creek Greenway,,50.0,12.3,2.46,0.0,1.7,28.2,35.6,22.8,180.0,2.3,2.300000000000004,2.300000000000004,2.2,55.07,0.11139484702251705
287,2021-07-06,12:22:00,Mill Creek Greenway,,58.0,12.9,2.47,0.0,1.8,28.2,35.0,21.7,150.0,0.0,0.0,8.900000000000006,1.88,36.75,-0.008872805159630166
288,2021-07-13,12:36:00,Mill Creek Greenway,,310.0,43.1,2.82,0.5,4.2,25.2,28.9,22.8,180.0,14.2,14.200000000000005,14.200000000000005,1.72,69.91,-0.12901177899622526
289,2021-07-20,01:09:00,Mill Creek Greenway,,690.0,58.8,2.95,0.0,3.8,26.4,32.2,22.2,20.0,63.5,63.50000000000001,63.8,1.52,49.89,-0.2472797524015874
290,2021-07-27,12:21:00,Mill Creek Greenway,12.4,1200.0,81.5,3.10,0.0,2.0,28.5,35.0,23.9,360.0,39.9,39.900000000000006,39.900000000000006,2.07,23.97,-0.36196153757689215
291,2021-08-03,11:52:00,Mill Creek Greenway,12.07,610.0,95.4,3.12,0.0,2.3,23.7,30.6,17.2,50.0,6.9,86.4,86.4,1.84,16.69,-0.4713939556156569
292,2021-08-10,11:50:00,Mill Creek Greenway,5.275,54.0,31.3,2.65,0.0,3.0,29.8,35.6,24.4,250.0,3.0,3.3,3.3,1.85,35.76,-0.5739899568474081
293,2021-08-17,11:22:00,Mill Creek Greenway,4.19,360.0,58.8,2.89,0.0,1.7,25.9,31.7,22.2,60.0,9.7,9.7,15.3,1.58,84.63,-0.6682616371130238
294,2021-08-24,11:09:00,Mill Creek Greenway,5.445,260.0,95.4,3.12,0.0,0.9,28.3,35.6,22.2,90.0,0.0,59.9,61.50000000000001,1.89,11.95,-0.7528418161767066
295,2021-09-07,09:14:00,Mill Creek Greenway,1.77,390.0,61.5,2.91,0.0,1.0,22.2,30.6,14.4,170.0,1.0,1.0,1.000000000000007,1.91,0.51,-0.8881794966555421
296,2021-09-14,11:30:00,Mill Creek Greenway,3.865,78.0,27.6,2.61,0.8,1.9,25.5,32.8,20.6,200.0,0.0,0.0,0.0,1.43,46.65,-0.9369742559047681
297,2021-09-28,12:22:00,Mill Creek Greenway,2.535,330.0,70.2,3.06,0.0,1.3,22.2,30.6,15.6,210.0,0.0,0.0,0.0,1.37,6.25,-0.9932876317180517
298,2021-10-05,11:00:00,Mill Creek Greenway,1.595,210.0,66.0,3.03,15.0,2.1,20.2,23.9,17.2,80.0,26.7,35.599999999999994,35.599999999999994,0.84,83.81,-0.9999895604474772
299,2021-10-12,11:37:00,Mill Creek Greenway,1.95,290.0,68.7,3.05,0.5,1.8,23.8,28.3,16.7,240.0,0.0,0.0,0.0,1.2,24.7,-0.9921890854943195
300,2021-10-19,12:15:00,Mill Creek Greenway,1.935,88.0,35.3,2.78,0.0,1.3,14.7,23.9,6.7,170.0,0.0,0.4999999999999964,6.099999999999996,0.94,18.62,-0.9699993336762585
301,2021-10-26,12:10:00,Mill Creek Greenway,11.555,2400.0,107,3.27,0.0,2.7,13.1,16.7,7.8,360.0,28.399999999999995,28.399999999999995,29.899999999999995,0.75,56.44,-0.9337421130913087
302,2022-05-24,08:45:00,Mill Creek Greenway,7.385,105.4,53.1,2.86,23.1,3.0,18.8,27.2,15.6,200.0,5.8,24.3,24.3,1.84,90.59,0.6678660440432562
303,2022-05-31,07:49:00,Mill Creek Greenway,5.595000000000001,160.7,44.8,2.79,0.0,2.5,26.6,32.8,20.0,180.0,0.0,0.0,10.7,2.55,9.05,0.5735545383583426
304,2022-06-07,08:35:00,Mill Creek Greenway,28.799999999999997,332.8,49.4,2.83,10.9,2.1,25.5,32.8,21.7,240.0,2.8,2.8,2.8,2.12,73.78,0.4709250263879256
305,2022-06-14,09:40:00,Mill Creek Greenway,16.96,56.1,17.2,2.49,0.0,2.5,31.3,36.1,26.1,200.0,0.0,0.0,0.0,2.6,33.13,0.3614658982824635
306,2022-06-21,08:35:00,Mill Creek Greenway,6.785,111.2,11.8,2.40,0.0,0.9,27.5,36.7,17.8,250.0,0.0,0.0,6.6,,6.62,0.24676459107661747
307,2022-06-28,08:23:00,Mill Creek Greenway,3.67,143.9,6.80,2.29,0.0,3.9,25.1,32.8,18.3,30.0,0.0,0.0,0.0,2.3,56.56,0.12848456679619186
308,2022-07-11,02:02:00,Mill Creek Greenway,1.37,50.4,67.3,2.96,0.0,1.2,27.4,33.3,21.1,60.0,59.4,70.6,102.1,2.64,17.38,-0.09480137439153988
309,2022-07-19,09:00:00,Mill Creek Greenway,4.245,238.2,20.3,2.53,0.0,2.5,26.8,32.8,22.8,180.0,12.400000000000007,12.4,12.4,2.3,24.43,-0.2305643348608429
310,2022-07-26,11:05:00,Mill Creek Greenway,12.52,107.1,11.8,2.40,1.8,2.8,26.9,34.4,23.9,320.0,10.200000000000006,10.2,10.5,1.15,96.16,-0.3458617384375816
311,2022-08-23,10:20:00,Mill Creek Greenway,5.395,228.2,15.4,2.47,0.0,1.3,25.7,32.2,19.4,20.0,0.0,3.3,20.1,2.01,17.05,-0.7414004178900595
312,2022-08-30,10:20:00,Mill Creek Greenway,4,290.9,18.8,2.52,0.0,1.7,25.6,31.1,21.1,320.0,0.8000000000000071,0.8,1.6,1.67,63.8,-0.816691477310924
313,2023-05-30,09:45:00,Mill Creek Greenway,2.76,155.3,33.3,2.66,0.0,1.0,22.3,30.0,15.0,110.0,0.0,0.0,0.0,2.37,17.35,0.5875701798748979
314,2023-06-06,10:45:00,Mill Creek Greenway,4.92,110.6,18.1,2.48,0.0,1.6,25.8,32.2,16.7,360.0,2.500000000000007,2.5,2.5,1.96,10.8,0.4860404158768522
315,2023-06-13,08:35:00,Mill Creek Greenway,6.39,74.9,22.5,2.54,0.0,2.5,19.7,26.7,12.2,250.0,9.900000000000007,9.9,9.9,2.28,25.39,0.3774618239750876
316,2023-06-20,10:33:00,Mill Creek Greenway,8.45,248.9,38.6,2.71,8.6,2.9,22.8,28.9,21.1,10.0,22.90000000000001,22.9,22.9,1.75,84.78,0.26340907117949436
317,2023-07-11,11:57:00,Mill Creek Greenway,,113.7,37.5,2.70,0.0,0.9,24.6,31.7,17.2,150.0,3.000000000000007,13.7,20.6,2.8,3.9,-0.09480137439153988
318,2023-08-01,11:10:00,Mill Creek Greenway,8.27,19.1,32.3,2.64,0.0,2.9,26.4,31.7,21.1,50.0,0.5000000000000071,28.7,29.0,2.81,15.17,-0.4407574054943112
319,2023-08-22,09:34:00,Mill Creek Greenway,3.36,128.1,26.7,2.58,0.0,2.5,29.4,35.6,24.4,40.0,0.0,0.0,0.0,2.18,38.66,-0.7297393266588772
320,2023-09-12,10:35:00,Mill Creek Greenway,2.13,137.4,10.2,2.34,0.0,2.3,23.3,25.6,19.4,20.0,0.0,0.0,0.0,1.12,69.77,-0.924392149537103
321,2024-06-11,12:11:00,Mill Creek Greenway,,51.2,39.8,2.69,0.0,3.3,20.7,27.2,13.9,40.0,4.300000000000014,4.3,4.3,,,0.39334589958300126
322,2021-06-29,06:34:00,Whitsett Park,,50.0,12.3,2.46,0.0,1.7,28.2,35.6,22.8,180.0,2.3,2.300000000000004,2.300000000000004,2.2,55.07,0.11139484702251705
323,2021-07-06,12:50:00,Whitsett Park,,23.0,13.5,2.48,0.0,1.8,28.2,35.0,21.7,150.0,0.0,0.0,8.900000000000006,1.88,36.75,-0.008872805159630166
324,2021-07-13,06:50:00,Whitsett Park,,160.0,44.1,2.83,0.5,4.2,25.2,28.9,22.8,180.0,14.2,14.200000000000005,14.200000000000005,1.72,69.91,-0.12901177899622526
325,2021-07-20,02:30:00,Whitsett Park,,550.0,57.5,2.94,0.0,3.8,26.4,32.2,22.2,20.0,63.5,63.50000000000001,63.8,1.52,49.89,-0.2472797524015874
326,2021-07-27,07:59:00,Whitsett Park,,1400.0,99.2,3.20,0.0,2.0,28.5,35.0,23.9,360.0,39.9,39.900000000000006,39.900000000000006,2.07,23.97,-0.36196153757689215
327,2021-08-03,07:12:00,Whitsett Park,10.035,490.0,105,3.17,0.0,2.3,23.7,30.6,17.2,50.0,6.9,86.4,86.4,1.84,16.69,-0.4713939556156569
328,2021-08-10,07:06:00,Whitsett Park,21.75,120.0,30.4,2.64,0.0,3.0,29.8,35.6,24.4,250.0,3.0,3.3,3.3,1.85,35.76,-0.5739899568474081
329,2021-08-24,13:30:00,Whitsett Park,5.9,180.0,91.8,3.10,0.0,0.9,28.3,35.6,22.2,90.0,0.0,59.9,61.50000000000001,1.89,11.95,-0.7528418161767066
330,2021-09-07,07:27:00,Whitsett Park,3.91,180.0,62.9,2.92,0.0,1.0,22.2,30.6,14.4,170.0,1.0,1.0,1.000000000000007,1.91,0.51,-0.8881794966555421
331,2021-09-14,08:21:00,Whitsett Park,3.435,190.0,27.6,2.61,0.8,1.9,25.5,32.8,20.6,200.0,0.0,0.0,0.0,1.43,46.65,-0.9369742559047681
332,2021-09-28,07:22:00,Whitsett Park,3.88,240.0,71.8,3.07,0.0,1.3,22.2,30.6,15.6,210.0,0.0,0.0,0.0,1.37,6.25,-0.9932876317180517
333,2021-10-05,07:18:00,Whitsett Park,2.97,290.0,67.8,3.04,15.0,2.1,20.2,23.9,17.2,80.0,26.7,35.599999999999994,35.599999999999994,0.84,83.81,-0.9999895604474772
334,2021-10-12,07:27:00,Whitsett Park,4.195,410.0,71.8,3.07,0.5,1.8,23.8,28.3,16.7,240.0,0.0,0.0,0.0,1.2,24.7,-0.9921890854943195
335,2021-10-19,08:48:00,Whitsett Park,1.055,160.0,34.3,2.77,0.0,1.3,14.7,23.9,6.7,170.0,0.0,0.4999999999999964,6.099999999999996,0.94,18.62,-0.9699993336762585
336,2021-10-26,07:05:00,Whitsett Park,6.56,2000.0,127,3.37,0.0,2.7,13.1,16.7,7.8,360.0,28.399999999999995,28.399999999999995,29.899999999999995,0.75,56.44,-0.9337421130913087
337,2022-06-14,10:00:00,Whitsett Park,5.79,191.8,17.2,2.49,0.0,2.5,31.3,36.1,26.1,200.0,0.0,0.0,0.0,2.6,33.13,0.3614658982824635
338,2022-06-21,10:00:00,Whitsett Park,7.4,204.6,11.8,2.40,0.0,0.9,27.5,36.7,17.8,250.0,0.0,0.0,6.6,,6.62,0.24676459107661747
339,2022-06-28,10:45:00,Whitsett Park,9.205,88.6,6.80,2.29,0.0,3.9,25.1,32.8,18.3,30.0,0.0,0.0,0.0,2.3,56.56,0.12848456679619186
340,2022-07-12,09:50:00,Whitsett Park,10.940000000000001,517.2,36.4,2.71,0.0,3.3,28.5,35.0,23.3,360.0,0.0,59.4,82.0,2.22,45.35,-0.11192315931767621
341,2022-07-19,10:20:00,Whitsett Park,7.67,387.3,19.5,2.52,0.0,2.5,26.8,32.8,22.8,180.0,12.400000000000007,12.4,12.4,2.3,24.43,-0.2305643348608429
342,2022-07-26,09:30:00,Whitsett Park,10.969999999999999,209.8,12.4,2.41,1.8,2.8,26.9,34.4,23.9,320.0,10.200000000000006,10.2,10.5,1.15,96.16,-0.3458617384375816
343,2022-08-16,10:55:00,Whitsett Park,7.1,98.5,20.2,2.54,0.5,2.6,24.2,26.1,21.1,350.0,0.0,0.0,0.0,1.05,81.61,-0.6553571580703461
344,2022-09-13,10:00:00,Whitsett Park,10.45,218.7,18.8,2.85,0.0,2.1,20.5,28.9,13.9,320.0,11.200000000000006,15.8,15.8,1.56,3.84,-0.930821113913325
345,2023-06-06,13:15:00,Whitsett Park,,70.8,18.8,2.49,0.0,1.6,25.8,32.2,16.7,360.0,2.500000000000007,2.5,2.5,1.96,10.8,0.4860404158768522
346,2023-07-10,09:00:00,Whitsett Park,8.754999999999999,93.3,51.1,2.82,0.0,2.2,23.9,30.6,18.9,360.0,13.700000000000006,13.7,20.9,2.82,6.16,-0.07765149777217935
347,2023-08-22,10:19:00,Whitsett Park,5.42,74.3,27.6,2.59,0.0,2.5,29.4,35.6,24.4,40.0,0.0,0.0,0.0,2.18,38.66,-0.7297393266588772
348,2023-09-12,10:37:00,Whitsett Park,3.615,27.2,10.2,2.34,0.0,2.3,23.3,25.6,19.4,20.0,0.0,0.0,0.0,1.12,69.77,-0.924392149537103
349,2024-06-12,09:07:00,Whitsett Park,,111.9,35.3,2.65,0.0,1.4,21.7,28.9,13.9,60.0,0.0,4.3,4.3,,,0.3774618239750876
350,2024-06-19,09:10:00,Whitsett Park,,290.9,28.5,2.58,0.0,2.4,27.4,30.6,22.2,190.0,0.0,17.8,17.8,,,0.26340907117949436
351,2022-06-07,09:00:00,Browns Creek,1.15,1413.6,8.17,1.74,10.9,2.1,25.5,32.8,21.7,240.0,2.8,2.8,2.8,2.12,73.78,0.4709250263879256
352,2022-06-14,11:35:00,Browns Creek,1.15,225.4,3.55,1.57,0.0,2.5,31.3,36.1,26.1,200.0,0.0,0.0,0.0,2.6,33.13,0.3614658982824635
353,2022-06-21,10:54:00,Browns Creek,0.64,365.4,2.81,1.54,0.0,0.9,27.5,36.7,17.8,250.0,0.0,0.0,6.6,,6.62,0.24676459107661747
354,2022-06-28,11:33:00,Browns Creek,11.745000000000001,648.8,2.81,1.54,0.0,3.9,25.1,32.8,18.3,30.0,0.0,0.0,0.0,2.3,56.56,0.12848456679619186
355,2022-07-12,11:00:00,Browns Creek,2.33,517.2,8.17,1.74,0.0,3.3,28.5,35.0,23.3,360.0,0.0,59.4,82.0,2.22,45.35,-0.11192315931767621
356,2022-07-19,10:24:00,Browns Creek,1.7850000000000001,1046.2,6.36,1.68,0.0,2.5,26.8,32.8,22.8,180.0,12.400000000000007,12.4,12.4,2.3,24.43,-0.2305643348608429
357,2022-07-26,09:30:00,Browns Creek,9.305,435.2,4.74,1.62,1.8,2.8,26.9,34.4,23.9,320.0,10.200000000000006,10.2,10.5,1.15,96.16,-0.3458617384375816
358,2022-08-16,10:55:00,Browns Creek,1.8450000000000002,920.8,4.08,1.54,0.5,2.6,24.2,26.1,21.1,350.0,0.0,0.0,0.0,1.05,81.61,-0.6553571580703461
359,2022-08-23,10:18:00,Browns Creek,10.879999999999999,866.4,3.39,1.51,0.0,1.3,25.7,32.2,19.4,20.0,0.0,3.3,20.1,2.01,17.05,-0.7414004178900595
360,2022-08-30,10:33:00,Browns Creek,1.87,547.5,2.68,1.48,0.0,1.7,25.6,31.1,21.1,320.0,0.8000000000000071,0.8,1.6,1.67,63.8,-0.816691477310924
361,2022-09-13,11:08:00,Browns Creek,1.09,980.4,4.20,1.56,0.0,2.1,20.5,28.9,13.9,320.0,11.200000000000006,15.8,15.8,1.56,3.84,-0.930821113913325
362,2022-09-20,09:47:00,Browns Creek,2.915,517.2,2.57,1.49,0.0,2.4,29.3,37.2,22.8,10.0,0.0,0.0,0.0,1.7,14.08,-0.9680045197534627
363,2023-05-30,09:01:00,Browns Creek,1.47,727.0,7.23,1.67,0.0,1.0,22.3,30.0,15.0,110.0,0.0,0.0,0.0,2.37,17.35,0.5875701798748979
364,2023-06-06,10:43:00,Browns Creek,1.44,261.3,5.27,1.60,0.0,1.6,25.8,32.2,16.7,360.0,2.500000000000007,2.5,2.5,1.96,10.8,0.4860404158768522
365,2023-06-13,09:48:00,Browns Creek,1.175,410.6,5.52,1.61,0.0,2.5,19.7,26.7,12.2,250.0,9.900000000000007,9.9,9.9,2.28,25.39,0.3774618239750876
366,2023-06-20,10:51:00,Browns Creek,1.34,920.8,8.86,1.72,8.6,2.9,22.8,28.9,21.1,10.0,22.90000000000001,22.9,22.9,1.75,84.78,0.26340907117949436
367,2023-06-27,09:00:00,Browns Creek,2.81,980.4,5.52,1.61,0.0,2.6,26.4,31.7,19.4,290.0,0.0,0.0,0.8,2.54,12.98,0.1455362138198196
368,2023-07-11,09:09:00,Browns Creek,23.700000000000003,648.8,8.51,1.71,0.0,0.9,24.6,31.7,17.2,150.0,3.000000000000007,13.7,20.6,2.8,3.9,-0.09480137439153988
369,2023-07-25,09:41:00,Browns Creek,10.68,298.7,10.4,1.76,0.0,2.5,26.6,33.9,21.1,270.0,0.5000000000000071,0.5,5.1,2.46,22.7,-0.32965945300086347
370,2023-08-22,09:22:00,Browns Creek,4.41,410.6,6.94,1.68,0.0,2.5,29.4,35.6,24.4,40.0,0.0,0.0,0.0,2.18,38.66,-0.7297393266588772
371,2023-08-29,09:17:00,Browns Creek,6.68,686.7,5.02,1.61,0.0,3.3,26.6,31.7,21.1,360.0,0.0,0.8,0.8,2.34,29.47,-0.8066370859788208
372,2023-09-05,09:10:00,Browns Creek,3.255,1299.7,3.55,1.55,5.8,1.7,26.9,32.8,23.3,290.0,0.0,0.0,0.0,1.69,82.47,-0.8718365465275525
373,2023-09-12,08:50:00,Browns Creek,3.005,816.4,3.99,1.57,0.0,2.3,23.3,25.6,19.4,20.0,0.0,0.0,0.0,1.12,69.77,-0.924392149537103
374,2024-06-11,10:08:00,Browns Creek,,193.5,5.98,1.71,0.0,3.3,20.7,27.2,13.9,40.0,4.300000000000014,4.3,4.3,,,0.39334589958300126
375,2024-06-17,11:57:00,Browns Creek,,287.8,6.03,1.72,0.0,3.2,26.9,34.4,22.8,160.0,17.800000000000015,17.8,17.8,,,0.29645896101777086
376,2022-06-07,09:00:00,Whites Creek,19.25,2419.6,7.06,4.02,10.9,2.1,25.5,32.8,21.7,240.0,2.8,2.8,2.8,2.12,73.78,0.4709250263879256
377,2022-06-14,11:15:00,Whites Creek,4.275,117.8,3.34,3.93,0.0,2.5,31.3,36.1,26.1,200.0,0.0,0.0,0.0,2.6,33.13,0.3614658982824635
378,2022-06-21,10:30:00,Whites Creek,7.855,127.4,2.25,3.89,0.0,0.9,27.5,36.7,17.8,250.0,0.0,0.0,6.6,,6.62,0.24676459107661747
379,2022-06-28,11:05:00,Whites Creek,4.165,90.8,1.42,3.85,0.0,3.9,25.1,32.8,18.3,30.0,0.0,0.0,0.0,2.3,56.56,0.12848456679619186
380,2022-07-12,09:35:00,Whites Creek,5.574999999999999,517.2,5.50,4.00,0.0,3.3,28.5,35.0,23.3,360.0,0.0,59.4,82.0,2.22,45.35,-0.11192315931767621
381,2022-07-19,10:15:00,Whites Creek,17.729999999999997,1203.3,12.3,4.11,0.0,2.5,26.8,32.8,22.8,180.0,12.400000000000007,12.4,12.4,2.3,24.43,-0.2305643348608429
